"t_max","n_per","k_max","expt_max","sigma_alpha_sq","sd_expt","B","scenario","param","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,500,42,7,0.01716,0.324037,100,2,0.173314,1,0,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,-0.276685951504997,1,1,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,-0.126685967669998,1,2,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.0233140161650009,1,3,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.173314,1,4,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.323313983834999,1,5,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.473313967669998,1,6,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.623313951504997,1,7,-0.343016328332696,0.018247433770404,-0.378780641332968,-0.307252015332425,0.0176897665428518,-0.377687633651607,-0.308345023013785,0.0170202892677939,-0.376375482304026,-0.309657174361367,0.0293297594460658,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.173314,4,0,0.167463536517613,0.0282660717025926,0.112063053996105,0.222864019039121,0.0272290943003018,0.114095492357377,0.220831580677849,0.0253017034614188,0.11787310898572,0.217053964049506,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,-0.276685951504997,4,1,-0.286858264340094,0.0200795368753012,-0.326213433441928,-0.24750309523826,0.0272290943003018,-0.340226308500331,-0.233490220179858,0.0253017034614188,-0.336448691871987,-0.237267836808201,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,-0.126685967669998,4,2,-0.129174983242882,0.0235465358023188,-0.17532534537611,-0.0830246211096541,0.0272290943003018,-0.182543027403118,-0.0758069390826454,0.0253017034614188,-0.178765410774775,-0.0795845557109887,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.0233140161650009,4,3,0.0266307464838832,0.0276109688599952,-0.0274857580599643,0.0807472510277308,0.0272290943003018,-0.0267372976763532,0.0799987906441196,0.0253017034614188,-0.0229596810480099,0.0762211740157764,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.173314,4,4,0.13659286394499,0.0324060145526038,0.0730782425394056,0.200107485350574,0.0272290943003018,0.0832248197847536,0.189960908105226,0.0253017034614188,0.0870024364130968,0.186183291476883,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.323313983834999,4,5,0.276693707410681,0.0384795994354318,0.201275078377707,0.352112336443655,0.0272290943003018,0.223325663250445,0.330061751570917,0.0253017034614188,0.227103279878788,0.326284134942574,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.473313967669998,4,6,0.509170246176063,0.0473344389853065,0.416396450536454,0.601944041815672,0.0272290943003018,0.455802202015827,0.562538290336299,0.0253017034614188,0.45957981864417,0.558760673707956,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.623313951504997,4,7,0.63919043919065,0.0630755105655893,0.515564710175619,0.76281616820568,0.0272290943003018,0.585822395030413,0.692558483350886,0.0253017034614188,0.589600011658757,0.688780866722543,0.0155732322069216,NA,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.173314,5,0,0.160069460834465,0.115948698845087,-0.067185812956186,0.387324734625116,0.0274540576051598,0.106260496698864,0.213878424970066,0.0255384263597582,0.11001506494751,0.210123856721419,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,-0.276685951504997,5,1,-0.288442126717982,0.117034818959576,-0.517826156815916,-0.0590580966200477,0.0274540576051598,-0.342251090853583,-0.234633162582381,0.0255384263597582,-0.338496522604936,-0.238387730831027,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,-0.126685967669998,5,2,-0.131732707806809,0.117259918774878,-0.361557925435662,0.098092509822043,0.0274540576051598,-0.185541671942411,-0.0779237436712083,0.0255384263597582,-0.181787103693764,-0.081678311919855,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.0233140161650009,5,3,0.0228398859425021,0.117569465046611,-0.207592031230497,0.253271803115501,0.0274540576051598,-0.030969078193099,0.0766488500781033,0.0255384263597582,-0.0272145099444523,0.0728942818294566,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.173314,5,4,0.131377985649094,0.118002834483604,-0.0999033200124115,0.362659291310599,0.0274540576051598,0.0775690215134928,0.185186949784695,0.0255384263597582,0.0813235897621395,0.181432381536048,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.323313983834999,5,5,0.269371785266578,0.118765359425532,0.03659595818158,0.502147612351575,0.0274540576051598,0.215562821130976,0.323180749402179,0.0255384263597582,0.219317389379623,0.319426181153532,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.473313967669998,5,6,0.497418652672575,0.120445179331976,0.261350439070435,0.733486866274715,0.0274540576051598,0.443609688536974,0.551227616808176,0.0255384263597582,0.447364256785621,0.547473048559529,0.0155111827966674,0.0925811330248083,1,175.207800241311
8,500,42,7,0.01716,0.324037,100,2,0.623313951504997,5,7,0.618528079158554,0.125079359984467,0.373377038379679,0.863679119937429,0.0274540576051598,0.564719115022953,0.672337043294155,0.0255384263597582,0.5684736832716,0.668582475045508,0.0155111827966674,0.0925811330248083,1,175.207800241311
