"t_max","n_per","k_max","expt_max","sigma_alpha_sq","sd_expt","B","scenario","param","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,"from_data",14,7,0.01716,0.324037,100,4,0.173314,1,0,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,-0.561532843642946,1,1,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,1,2,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,1,3,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,1,4,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,1,5,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,1,6,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,1,7,-0.121436314565875,0.115407615202145,-0.347631083903736,0.104758454771987,0.112893350523978,-0.342703215686927,0.0998305865551777,0.118179805763671,-0.353064477562609,0.110191848430859,0.0210885345301985,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.173314,4,0,0.235941041983102,0.127093265858348,-0.0131571817768353,0.485039265743038,0.125832268967844,-0.0106856732868294,0.482567757253032,0.140438751086736,-0.0393138521806873,0.51119593614689,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,-0.561532843642946,4,1,-0.452547652814965,0.115649365806472,-0.679216244630548,-0.225879060999381,0.125832268967844,-0.699174368084896,-0.205920937545034,0.140438751086736,-0.727802546978753,-0.177292758651176,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,4,2,0.183647523440738,0.14069407177805,-0.0921077900825323,0.459402836964009,0.125832268967844,-0.0629791918291926,0.430274238710669,0.140438751086736,-0.0916073707230505,0.458902417604527,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,4,3,0.510360146501943,0.155635590492844,0.205319994423345,0.815400298580541,0.125832268967844,0.263733431232012,0.756986861771874,0.140438751086736,0.235105252338154,0.785615040665732,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,4,4,0.263631304835125,0.177227320240847,-0.0837278599134809,0.610990469583731,0.125832268967844,0.0170045895651944,0.510258020105056,0.140438751086736,-0.0116235893286635,0.538886198998914,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,4,5,0.339920390903754,0.197013393064743,-0.0462187639751759,0.726059545782684,0.125832268967844,0.093293675633823,0.586547106173685,0.140438751086736,0.0646654967399651,0.615175285067543,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,4,6,0.308908072902874,0.241593512049179,-0.16460650961206,0.782422655417808,0.125832268967844,0.0622813576329427,0.555534788172805,0.140438751086736,0.0336531787390849,0.584162967066662,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.295788473940491,4,7,0.497667508112241,0.301676394986504,-0.0936073610471856,1.08894237727167,0.125832268967844,0.25104079284231,0.744294223382172,0.140438751086736,0.222412613948452,0.77292240227603,0.00987693057394331,NA,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,0.173314,5,0,0.172321806824908,0.164491469030687,-0.150075548239325,0.49471916188914,0.117345304203729,-0.0576707631692978,0.402314376819113,0.13420596763504,-0.0907170562501188,0.435360669899934,0.0106099728038712,0.0816242216718163,1,41.0474719325701
8,"from_data",14,7,0.01716,0.324037,100,4,-0.561532843642946,5,1,-0.416127419380287,0.186660434303249,-0.781975147953259,-0.0502796908073145,0.117345304203729,-0.646119989374492,-0.186134849386081,0.13420596763504,-0.679166282455313,-0.15308855630526,0.0106099728038712,0.0816242216718163,1,41.0474719325701
