"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",1,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",2,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",3,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",4,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",5,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",6,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"1",7,-0.161120059959392,0.144448982755241,-0.444234863763111,0.121994743844327,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",0,-0.0332570616450703,0.150677684828927,-0.328579897183645,0.262065773893504,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",1,-0.00831426541126757,0.0376694212072318,-0.0821449742959112,0.0655164434733761,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",2,-0.0166285308225351,0.0753388424144636,-0.164289948591822,0.131032886946752,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",3,-0.0249427962338027,0.113008263621695,-0.246434922887734,0.196549330420128,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",4,-0.0332570616450703,0.150677684828927,-0.328579897183645,0.262065773893504,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",5,-0.0415713270563378,0.188347106036159,-0.410724871479556,0.32758221736688,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",6,-0.0498855924676054,0.226016527243391,-0.492869845775467,0.393098660840256,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"2",7,-0.058199857878873,0.263685948450623,-0.575014820071378,0.458615104313633,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",0,-0.135463906709808,0.149290333951899,-0.428067584495487,0.157139771075871,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",1,-0.238668049580448,0.183905770437728,-0.599116736187486,0.12178063702659,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",2,-0.118263216231368,0.157866590715137,-0.427676048395162,0.191149615932426,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",3,-0.118263216231368,0.157866590715137,-0.427676048395162,0.191149615932426,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",4,-0.118263216231368,0.157866590715137,-0.427676048395162,0.191149615932426,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",5,-0.118263216231368,0.157866590715137,-0.427676048395162,0.191149615932426,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",6,-0.118263216231368,0.157866590715137,-0.427676048395162,0.191149615932426,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"3",7,-0.118263216231368,0.157866590715137,-0.427676048395162,0.191149615932426,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",0,-0.136798975183749,0.168771401771883,-0.467584844276979,0.19398689390948,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",1,-0.237034673642267,0.18462806367223,-0.598899028975206,0.124829681690671,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",2,-0.25001637142232,0.199151606178518,-0.64034634699552,0.140313604150881,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",3,0.0927761342366328,0.221737765260825,-0.34182189968698,0.527374168160246,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",4,-0.153313158386825,0.236564288627011,-0.616970644124105,0.310344327350456,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",5,-0.157009618078816,0.271314640110592,-0.688776541174023,0.374757305016391,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",6,-0.0206107994556147,0.336038114455728,-0.679233401221591,0.638011802310361,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"4",7,-0.232384339537035,0.459296965869977,-1.13258985085071,0.667821171776642,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",0,-0.16112005988033,0.144449524010523,-0.444235924524909,0.121995804764249,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",1,-0.16112005988048,0.295897518300846,-0.74106853886492,0.418828419103961,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",2,-0.161120059880486,0.295897508239157,-0.741068519144378,0.418828399383406,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",3,-0.161120059880031,0.295897498731787,-0.74106850050982,0.418828380749757,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",4,-0.161120059880343,0.295897547332453,-0.741068595765687,0.418828476005,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",5,-0.161120059880345,0.295897569483007,-0.741068639179976,0.418828519419287,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",6,-0.161120059880272,0.295897522096602,-0.741068546304258,0.418828426543713,1,6.18496284484863
8,30,1,0.223606797749979,0.182321556793955,"5",7,-0.161120059880353,0.295897526111673,-0.741068554173732,0.418828434413026,1,6.18496284484863
8,30,2,0.223606797749979,0.182321556793955,"1",0,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.0455803891984886,"1",1,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.0911607783969773,"1",2,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.136741167595466,"1",3,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.182321556793955,"1",4,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.227901945992443,"1",5,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.273482335190932,"1",6,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.319062724389421,"1",7,0.10753234431647,0.197209466127282,-0.278991106703374,0.494055795336315,1,6.18496284484863
8,30,2,0.223606797749979,0.182321556793955,"2",0,0.263930292777244,0.149331303653233,-0.0287536841475076,0.556614269701995,1,6.18496284484863
8,30,2,0.223606797749979,0.0455803891984886,"2",1,0.0659825731943109,0.0373328259133083,-0.0071884210368769,0.139153567425499,1,6.18496284484863
8,30,2,0.223606797749979,0.0911607783969773,"2",2,0.131965146388622,0.0746656518266165,-0.0143768420737538,0.278307134850997,1,6.18496284484863
8,30,2,0.223606797749979,0.136741167595466,"2",3,0.197947719582933,0.111998477739925,-0.0215652631106307,0.417460702276496,1,6.18496284484863
8,30,2,0.223606797749979,0.182321556793955,"2",4,0.263930292777244,0.149331303653233,-0.0287536841475076,0.556614269701995,1,6.18496284484863
8,30,2,0.223606797749979,0.227901945992443,"2",5,0.329912865971555,0.186664129566541,-0.0359421051843846,0.695767837127494,1,6.18496284484863
8,30,2,0.223606797749979,0.273482335190932,"2",6,0.395895439165866,0.22399695547985,-0.0431305262212615,0.834921404552992,1,6.18496284484863
