"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",1,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",2,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",3,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",4,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",5,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",6,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"1",7,-0.146487761873954,0.172750068074995,-0.485071673627787,0.192096149879879,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",0,-0.0308760317434789,0.208012584235531,-0.438573205176225,0.376821141689267,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",1,-0.00771900793586974,0.0520031460588829,-0.109643301294056,0.0942052854223167,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",2,-0.0154380158717395,0.104006292117766,-0.219286602588112,0.188410570844633,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",3,-0.0231570238076092,0.156009438176649,-0.328929903882168,0.28261585626695,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",4,-0.0308760317434789,0.208012584235531,-0.438573205176225,0.376821141689267,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",5,-0.0385950396793487,0.260015730294414,-0.548216506470281,0.471026427111583,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",6,-0.0463140476152184,0.312018876353297,-0.657859807764337,0.5652317125339,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"2",7,-0.0540330555510882,0.36402202241218,-0.767503109058393,0.659436997956217,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",0,-0.130389478897984,0.186785374422939,-0.496482085605772,0.235703127809805,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",1,-0.168316441825376,0.197121728710396,-0.554667930668027,0.218035047017275,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",2,-0.124068318410085,0.198918203004219,-0.513940832167782,0.265804195347612,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",3,-0.124068318410085,0.198918203004219,-0.513940832167782,0.265804195347612,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",4,-0.124068318410085,0.198918203004219,-0.513940832167782,0.265804195347612,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",5,-0.124068318410085,0.198918203004219,-0.513940832167782,0.265804195347612,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",6,-0.124068318410085,0.198918203004219,-0.513940832167782,0.265804195347612,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"3",7,-0.124068318410085,0.198918203004219,-0.513940832167782,0.265804195347612,1,6.05623858769735
8,30,1,0.223606797749979,0.182321556793955,"4",0,-0.0732871712848581,0.226406346873956,-0.517035457029095,0.370461114459379,1,6.05623858769735
