"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",1,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",2,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",3,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",4,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",5,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",6,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"1",7,0.148585384206928,0.167346347421161,-0.179407429682874,0.47657819809673,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",0,0.306646748493083,0.17762606223548,-0.0414939362041273,0.654787433190294,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",1,0.0766616871232708,0.0444065155588699,-0.0103734840510318,0.163696858297573,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",2,0.153323374246542,0.0888130311177399,-0.0207469681020637,0.327393716595147,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",3,0.229985061369812,0.13321954667661,-0.0311204521530955,0.49109057489272,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",4,0.306646748493083,0.17762606223548,-0.0414939362041273,0.654787433190294,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",5,0.383308435616354,0.22203257779435,-0.0518674202551591,0.818484291487867,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",6,0.459970122739625,0.26643909335322,-0.0622409043061911,0.98218114978544,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"2",7,0.536631809862895,0.31084560891209,-0.0726143883572229,1.14587800808301,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",0,0.228066975653795,0.171665117088469,-0.108390471241455,0.564524422549045,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",1,0.00934595445738637,0.192288470201684,-0.367532521780217,0.386224430694989,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",2,0.264520479186529,0.18287169048958,-0.0939014479650034,0.622942406338062,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",3,0.264520479186529,0.18287169048958,-0.0939014479650034,0.622942406338062,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",4,0.264520479186529,0.18287169048958,-0.0939014479650034,0.622942406338062,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",5,0.264520479186529,0.18287169048958,-0.0939014479650034,0.622942406338062,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",6,0.264520479186529,0.18287169048958,-0.0939014479650034,0.622942406338062,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"3",7,0.264520479186529,0.18287169048958,-0.0939014479650034,0.622942406338062,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",0,0.261035618049133,0.200224816480578,-0.131397811063942,0.653469047162208,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",1,0.021211686228457,0.193001191673959,-0.357063698425815,0.399487070882729,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",2,-0.0265870221074981,0.209958145431875,-0.438097425414795,0.384923381199799,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",3,0.643208043818707,0.249875239326832,0.15346157410979,1.13295451352762,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",4,0.433514151868831,0.270186339948707,-0.0960413435453316,0.963069647282993,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",5,0.284122851543805,0.306535754481504,-0.316676187213755,0.884921890301365,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",6,0.144581417023458,0.372674345775827,-0.585846878659189,0.875009712706105,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"4",7,0.327198197968171,0.554081446981094,-0.758781482616611,1.41317787855295,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",0,0.192341871256942,0.186477656621109,-0.173147619641858,0.557831362155742,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",1,0.0992536995407174,0.300892706132012,-0.49048516768882,0.688992566770254,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",2,0.0812307310948085,0.294800868549703,-0.496568353873735,0.659029816063352,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",3,0.341544570547621,0.307178399974326,-0.260514030230698,0.94360317132594,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",4,0.253893658334367,0.293854891244184,-0.322051345185167,0.829838661853902,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",5,0.199434104966792,0.309972294709586,-0.408100428869233,0.806968638802817,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",6,0.166755963890827,0.303199659492005,-0.427504448838311,0.761016376619964,1,6.2752179423968
8,30,1,0.223606797749979,0.182321556793955,"5",7,0.196052038961217,0.3382162569112,-0.466839643570681,0.858943721493114,1,6.2752179423968
8,30,2,0.223606797749979,0.182321556793955,"1",0,-0.028642992210389,0.141564487731053,-0.306104289653115,0.248818305232337,1,6.2752179423968
