"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",1,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",2,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",3,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",4,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",5,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",6,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"1",7,0.188489635634191,0.175738047055744,-0.155950607308473,0.532929878576856,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",0,0.19120034021185,0.217833265219309,-0.235745014252758,0.618145694676457,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",1,0.0478000850529624,0.0544583163048273,-0.0589362535631895,0.154536423669114,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",2,0.0956001701059248,0.108916632609655,-0.117872507126379,0.309072847338229,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",3,0.143400255158887,0.163374948914482,-0.176808760689569,0.463609271007343,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",4,0.19120034021185,0.217833265219309,-0.235745014252758,0.618145694676457,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",5,0.239000425264812,0.272291581524137,-0.294681267815948,0.772682118345571,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",6,0.286800510317774,0.326749897828964,-0.353617521379137,0.927218542014686,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"2",7,0.334600595370737,0.381208214133791,-0.412553774942327,1.0817549656838,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",0,0.182266358392093,0.190746590833513,-0.191590089815391,0.556122806599577,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",1,0.196892128889519,0.201591580475788,-0.198220108429533,0.592004366208571,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",2,0.179828729975856,0.203465433689599,-0.218956192154581,0.578613652106293,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",3,0.179828729975856,0.203465433689599,-0.218956192154581,0.578613652106293,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",4,0.179828729975856,0.203465433689599,-0.218956192154581,0.578613652106293,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",5,0.179828729975856,0.203465433689599,-0.218956192154581,0.578613652106293,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",6,0.179828729975856,0.203465433689599,-0.218956192154581,0.578613652106293,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"3",7,0.179828729975856,0.203465433689599,-0.218956192154581,0.578613652106293,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",0,0.311319805379879,0.236224995260134,-0.151672677578129,0.774312288337886,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",1,0.227853944068887,0.204311032331358,-0.172588320944773,0.628296209082548,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",2,0.240860931041549,0.225685791709501,-0.201475092531482,0.683196954614579,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",3,0.157552324961655,0.250339670856808,-0.3331044138193,0.64820906374261,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",4,0.175754076535214,0.286858400750063,-0.386478057597666,0.737986210668094,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",5,0.248466256883171,0.332042284357284,-0.402324661801514,0.899257175567855,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",6,0.517972401141681,0.429998893813379,-0.324809944124604,1.36075474640797,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"4",7,0.610778703026994,0.613053730436171,-0.590784529215828,1.81234193526982,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",0,0.188494014851352,0.175744074049719,-0.155958040782437,0.532946070485142,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",1,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",2,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",3,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",4,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",5,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",6,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,1,0.223606797749979,0.182321556793955,"5",7,0.188494014851352,0.273110422708287,-0.346792577459399,0.723780607162104,1,6.61660897731781
8,30,2,0.223606797749979,0.182321556793955,"1",0,-0.18602954161945,0.179367446903984,-0.537583277550159,0.165524194311258,1,6.61660897731781
8,30,2,0.223606797749979,0.0455803891984886,"1",1,-0.18602954161945,0.179367446903984,-0.537583277550159,0.165524194311258,1,6.61660897731781
8,30,2,0.223606797749979,0.0911607783969773,"1",2,-0.18602954161945,0.179367446903984,-0.537583277550159,0.165524194311258,1,6.61660897731781
8,30,2,0.223606797749979,0.136741167595466,"1",3,-0.18602954161945,0.179367446903984,-0.537583277550159,0.165524194311258,1,6.61660897731781
8,30,2,0.223606797749979,0.182321556793955,"1",4,-0.18602954161945,0.179367446903984,-0.537583277550159,0.165524194311258,1,6.61660897731781
8,30,2,0.223606797749979,0.227901945992443,"1",5,-0.18602954161945,0.179367446903984,-0.537583277550159,0.165524194311258,1,6.61660897731781
