"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",1,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",2,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",3,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",4,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",5,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",6,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"1",7,0.400097205290011,0.186993015262987,0.0335976300140077,0.766596780566014,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",0,0.239240968952503,0.227958068620077,-0.207548635528158,0.686030573433164,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",1,0.0598102422381258,0.0569895171550192,-0.0518871588820394,0.171507643358291,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",2,0.119620484476252,0.113979034310038,-0.103774317764079,0.343015286716582,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",3,0.179430726714377,0.170968551465058,-0.155661476646118,0.514522930074873,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",4,0.239240968952503,0.227958068620077,-0.207548635528158,0.686030573433164,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",5,0.299051211190629,0.284947585775096,-0.259435794410197,0.857538216791455,1,5.94721401135127
8,30,1,0.223606797749979,0.182321556793955,"2",6,0.358861453428755,0.341937102930115,-0.311322953292236,1.02904586014975,1,5.94721401135127
