"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",1,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",2,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",3,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",4,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",5,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",6,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"1",7,0.325955035018056,0.16737584512747,-0.00209559331373921,0.654005663349851,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",0,-0.118555933467218,0.216997715219722,-0.543863640025352,0.306751773090915,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",1,-0.0296389833668046,0.0542494288049304,-0.135965910006338,0.0766879432727288,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",2,-0.0592779667336092,0.108498857609861,-0.271931820012676,0.153375886545458,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",3,-0.0889169501004138,0.162748286414791,-0.407897730019014,0.230063829818186,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",4,-0.118555933467218,0.216997715219722,-0.543863640025352,0.306751773090915,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",5,-0.148194916834023,0.271247144024652,-0.67982955003169,0.383439716363644,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",6,-0.177833900200828,0.325496572829582,-0.815795460038028,0.460127659636373,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"2",7,-0.207472883567632,0.379746001634513,-0.951761370044366,0.536815602909102,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",0,0.22865297958267,0.182692102964025,-0.129416962486702,0.586722921652043,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",1,0.473233662895325,0.199338575333509,0.0825372345121241,0.863930091278527,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",2,0.187889532363894,0.194429460738814,-0.193185208217725,0.568964272945514,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",3,0.187889532363894,0.194429460738814,-0.193185208217725,0.568964272945514,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",4,0.187889532363894,0.194429460738814,-0.193185208217725,0.568964272945514,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",5,0.187889532363894,0.194429460738814,-0.193185208217725,0.568964272945514,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",6,0.187889532363894,0.194429460738814,-0.193185208217725,0.568964272945514,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"3",7,0.187889532363894,0.194429460738814,-0.193185208217725,0.568964272945514,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",0,0.0827812037727024,0.224149969293759,-0.356544663178824,0.522107070724229,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",1,0.437310599259034,0.204193626867532,0.0370984447260603,0.837522753792008,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",2,-0.00982766193814429,0.21877630300766,-0.438621336503979,0.41896601262769,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",3,0.453495429691847,0.254657276845785,-0.0456236613269373,0.95261452071063,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",4,0.205424296993408,0.281989911693587,-0.347265773929652,0.758114367916469,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",5,0.0445500613688466,0.322820832235184,-0.588167143271361,0.677267266009054,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",6,-0.00325640279937045,0.387231941663295,-0.762217062122944,0.755704256524203,1,5.98730443716049
8,30,1,0.223606797749979,0.182321556793955,"4",7,-0.548227896166704,0.503196244216519,-1.5344744119869,0.438018619653494,1,5.98730443716049
