"t_max","n_per","scenario","sigma_alpha_sq","sd_expt","true","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,30,10,0.223606797749979,0.1,0.182321556793955,1,0,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.114518894717855,1,1,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.258069323880397,1,2,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.325178219686346,1,3,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.0419594618550229,1,4,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.22586548690495,1,5,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.0996415948522268,1,6,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.211017915660884,1,7,0.404338835953442,0.159788612361312,0.0911589105856382,0.717518761321246,0.1625793598632,0.0856891459919925,0.722988525914892,0,0.404338835953442,0.404338835953442,0.00297112253772194,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.182321556793955,4,0,0.465932236664802,0.179394507631501,0.114325462682764,0.81753901064684,0.197829433870767,0.0781936711961508,0.853670802133452,0,0.465932236664802,0.465932236664802,0.00110075433577632,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.114518894717855,4,1,0.259320026727512,0.194210938992075,-0.12132641910066,0.639966472555684,0.207168901549823,-0.146723559026866,0.66536361248189,0,0.259320026727512,0.259320026727512,0.00110075433577632,NA,1,19.1824431180954
8,30,10,0.223606797749979,0.1,0.258069323880397,4,2,0.5342404459185,0.218936236735038,0.105133307007089,0.96334758482991,0.225394570429429,0.0924752055659429,0.976005686271056,0,0.5342404459185,0.5342404459185,0.00110075433577632,NA,1,19.1824431180954
