"t_max","n_per","scenario","sigma_alpha_sq","sd_expt","true","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,30,10,0.223606797749979,0.1,0.182321556793955,1,0,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.114518894717855,1,1,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.258069323880397,1,2,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.325178219686346,1,3,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.0419594618550229,1,4,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.22586548690495,1,5,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.0996415948522268,1,6,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.211017915660884,1,7,0.141616829770108,0.178192071342354,-0.207633212391499,0.490866871931715,0.168525871512131,-0.188687808856894,0.47192146839711,0,0.141616829770108,0.141616829770108,0.0751392887783581,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.182321556793955,4,0,0.243372906762376,0.267736836843071,-0.281381650784719,0.768127464309471,0.242149790234889,-0.231231960961936,0.717977774486688,0,0.243372906762376,0.243372906762376,0.076054000329782,NA,1,18.9239838401477
8,30,10,0.223606797749979,0.1,0.114518894717855,4,1,0.0947595073370588,0.208506852956231,-0.313906414986942,0.503425429661059,0.189073009970547,-0.275816782653796,0.465335797327913,0,0.0947595073370588,0.0947595073370588,0.076054000329782,NA,1,18.9239838401477
