"t_max","n_per","scenario","sigma_alpha_sq","sd_expt","true","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,30,10,0.223606797749979,0.1,0.182321556793955,1,0,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.114518894717855,1,1,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.258069323880397,1,2,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.325178219686346,1,3,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.0419594618550229,1,4,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.22586548690495,1,5,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.0996415948522268,1,6,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.211017915660884,1,7,0.719722421063236,0.187687852677603,0.351860989479475,1.087583852647,0.173915891568375,0.378853537250047,1.06059130487643,0,0.719722421063236,0.719722421063236,0.0835006331564968,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.182321556793955,4,0,1.07732059200374,0.279280367795074,0.529941129536294,1.62470005447118,0.531784185039602,0.0350427417781356,2.11959844222934,0,1.07732059200374,1.07732059200374,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.114518894717855,4,1,0.585023939497553,0.215035124701499,0.163562839671536,1.00648503932357,0.1918614692245,0.208982369796593,0.961065509198513,0,0.585023939497553,0.585023939497553,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.258069323880397,4,2,0.838582732352909,0.249933486820674,0.348722099653871,1.32844336505195,0.230307763886485,0.387187809775443,1.28997765493037,0,0.838582732352909,0.838582732352909,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.325178219686346,4,3,1.24522489053584,0.295055632136053,0.666926478113477,1.8235233029582,0.254223837875119,0.746955324289058,1.74349445678262,0,1.24522489053584,1.24522489053584,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.0419594618550229,4,4,0.862749286523944,0.323576864680745,0.228550285519294,1.49694828752859,0.34128486270715,0.193843247149233,1.53165532589866,0,0.862749286523944,0.862749286523944,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.22586548690495,4,5,1.26211635023621,0.390787732971115,0.496186468012767,2.02804623245965,0.29662184440424,0.680748218176055,1.84348448229636,0,1.26211635023621,1.26211635023621,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.0996415948522268,4,6,0.975395675728392,0.462765599332039,0.068391767753503,1.88239958370328,0.48371502962958,0.0273316388736907,1.92345971258309,0,0.975395675728392,0.975395675728392,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.211017915660884,4,7,1.77215126915133,0.747940206466569,0.306215401887401,3.23808713641525,3.37462261974942,-4.84198752697174,8.38629006527439,0,1.77215126915133,1.77215126915133,0.0935242375451861,NA,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.182321556793955,5,0,0.762026034428575,0.218766512310214,0.333251549277117,1.19080051958003,0.170194901515444,0.428450157105964,1.09560191175119,0,0.762026034428575,0.762026034428575,0.0852429141990299,0.01302449917047,1,19.01846413215
8,30,10,0.223606797749979,0.1,0.114518894717855,5,1,0.672050878866463,0.238980587225873,0.203657534899519,1.14044422283341,0.191224794351503,0.29725716898644,1.04684458874649,0,0.672050878866463,0.672050878866463,0.0852429141990299,0.01302449917047,1,19.01846413215
