"t_max","n_per","scenario","sigma_alpha_sq","sd_expt","true","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,30,10,0.223606797749979,0.1,0.182321556793955,1,0,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.114518894717855,1,1,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.258069323880397,1,2,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.325178219686346,1,3,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.0419594618550229,1,4,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.22586548690495,1,5,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.0996415948522268,1,6,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.211017915660884,1,7,0.0387632647969052,0.144525912107867,-0.244502317767316,0.322028847361127,0.140565103254219,-0.236739275064517,0.314265804658328,0,0.0387632647969052,0.0387632647969052,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.182321556793955,4,0,0.0127100009947154,0.174720013715488,-0.329734933265985,0.355154935255416,0.206233991426711,-0.391501194589581,0.416921196579012,0,0.0127100009947154,0.0127100009947154,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.114518894717855,4,1,-0.13458298986708,0.185634955159079,-0.498420816250583,0.229254836516423,0.185458437380506,-0.498074847761949,0.228908868027789,0,-0.13458298986708,-0.13458298986708,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.258069323880397,4,2,0.262747375114687,0.210041275111148,-0.148925959370032,0.674420709599407,0.212690304196951,-0.154117960972205,0.67961271120158,0,0.262747375114687,0.262747375114687,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.325178219686346,4,3,0.248913560767824,0.226643950072587,-0.195300418688341,0.693127540223988,0.233035165977154,-0.207826971678711,0.705654093214359,0,0.248913560767824,0.248913560767824,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.0419594618550229,4,4,-0.10466735096112,0.238749300813985,-0.57260738189065,0.36327267996841,0.263602643532185,-0.621319038513753,0.411984336591513,0,-0.10466735096112,-0.10466735096112,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.22586548690495,4,5,-0.058442818171048,0.276882175943537,-0.601121910981463,0.484236274639367,0.2895382877209,-0.625927434249408,0.509041797907312,0,-0.058442818171048,-0.058442818171048,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.0996415948522268,4,6,-0.34666424331963,0.332659882514759,-0.998665632149884,0.305337145510624,0.325403403209355,-0.98444319405673,0.291114707417471,0,-0.34666424331963,-0.34666424331963,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.211017915660884,4,7,0.221666473399374,0.547877587293906,-0.852153865633381,1.29548681243213,0.704965589530644,-1.16004069242073,1.60337363921948,0,0.221666473399374,0.221666473399374,0,NA,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.182321556793955,5,0,0.0381706555567557,0.146616928580069,-0.249193243984061,0.325534555097572,0.149103529673988,-0.254066892572059,0.330408203685571,0,0.0381706555567557,0.0381706555567557,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.114518894717855,5,1,0.0228905977982605,0.154132836571982,-0.279204210717823,0.324985406314344,0.176169273345615,-0.322394833141736,0.368176028738257,0,0.0228905977982605,0.0228905977982605,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.258069323880397,5,2,0.056375193813403,0.154214399523859,-0.245879475150831,0.358629862777637,0.184125825109001,-0.304504792023959,0.417255179650765,0,0.056375193813403,0.056375193813403,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.325178219686346,5,3,0.0532734404781378,0.154299439605498,-0.249147903983351,0.355694784939627,0.187158126003248,-0.313549745902238,0.420096626858514,0,0.0532734404781378,0.0532734404781378,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.0419594618550229,5,4,0.030640113297938,0.154386966423289,-0.271952780574102,0.333233007169978,0.205348365082955,-0.371835286548836,0.433115513144712,0,0.030640113297938,0.030640113297938,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.22586548690495,5,5,0.035174058289216,0.154507964946332,-0.267655988330173,0.338004104908604,0.18910028236337,-0.335455684609343,0.405803801187775,0,0.035174058289216,0.035174058289216,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.0996415948522268,5,6,0.0280443468224923,0.154640914882519,-0.275046276883568,0.331134970528553,0.204819105072152,-0.373393722464651,0.429482416109636,0,0.0280443468224923,0.0280443468224923,0,0.00248803211089526,1,19.1331191182137
8,30,10,0.223606797749979,0.1,0.211017915660884,5,7,0.0406205021302571,0.154774832517977,-0.262732595318197,0.343973599578711,0.188534102101695,-0.328899547846662,0.410140552107176,0,0.0406205021302571,0.0406205021302571,0,0.00248803211089526,1,19.1331191182137
8,30,22,0.223606797749979,0.1,0.182321556793955,1,0,0.322424165915851,0.176073773851843,-0.0226740894558105,0.667522421287513,0.155647055703792,0.0173615424367185,0.627486789394984,0,0.322424165915851,0.322424165915851,0.0778072779809386,NA,1,19.1331191182137
8,30,22,0.223606797749979,0.1,0.114518894717855,1,1,0.322424165915851,0.176073773851843,-0.0226740894558105,0.667522421287513,0.155647055703792,0.0173615424367185,0.627486789394984,0,0.322424165915851,0.322424165915851,0.0778072779809386,NA,1,19.1331191182137
8,30,22,0.223606797749979,0.1,0.258069323880397,1,2,0.322424165915851,0.176073773851843,-0.0226740894558105,0.667522421287513,0.155647055703792,0.0173615424367185,0.627486789394984,0,0.322424165915851,0.322424165915851,0.0778072779809386,NA,1,19.1331191182137
