"t_max","n_per","k_max","expt_max","sigma_alpha_sq","sd_expt","B","scenario","param","model","expt","est_param","est_se","lower","upper","se_boots_k","lower_boots_normal_k","upper_boots_normal_k","se_boots_k_t","lower_boots_normal_k_t","upper_boots_normal_k_t","est_sigma_alpha_sq","est_sigma_delta_sq","conv","time"
8,100,42,7,0.01716,0.324037,100,2,0.173314,1,0,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,-0.276685951504997,1,1,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,-0.126685967669998,1,2,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.0233140161650009,1,3,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.173314,1,4,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.323313983834999,1,5,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.473313967669998,1,6,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.623313951504997,1,7,-0.24191859170167,0.040365400049488,-0.321033322020218,-0.162803861383122,0.0410799207173698,-0.322433756795476,-0.161403426607865,0.0421193419002201,-0.324470984878631,-0.15936619852471,0.0220972817729051,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.173314,4,0,0.134466639486937,0.053299638353181,0.0300012679256926,0.238932011048181,0.0522149510204089,0.0321272160324127,0.236806062941461,0.0452013554205385,0.0458736108102872,0.223059668163587,0.0139158570742624,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,-0.276685951504997,4,1,-0.246073512805129,0.0427513662281996,-0.329864650902282,-0.162282374707976,0.0522149510204089,-0.348412936259653,-0.143734089350604,0.0452013554205385,-0.334666541481779,-0.157480484128479,0.0139158570742624,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,-0.126685967669998,4,2,-0.119698064640142,0.0490552728531688,-0.215844632684138,-0.0235514965961458,0.0522149510204089,-0.222037488094666,-0.0173586411856177,0.0452013554205385,-0.208291093316792,-0.0311050359634922,0.0139158570742624,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.0233140161650009,4,3,-0.011918818836192,0.0561932081640388,-0.12205548301347,0.0982178453410862,0.0522149510204089,-0.114258242290716,0.0904206046183323,0.0452013554205385,-0.100511847512842,0.0766742098404578,0.0139158570742624,NA,1,181.023180131117
8,100,42,7,0.01716,0.324037,100,2,0.173314,4,4,0.104616795632067,0.065071238197844,-0.022920487665134,0.232154078929268,0.0522149510204089,0.00227737217754291,0.206956219086592,0.0452013554205385,0.0160237669554174,0.193209824308717,0.0139158570742624,NA,1,181.023180131117
